,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,country_residence,country_company
1748,2023,Senior / Expert,FT,Data Analyst,95000,USD,95000,US,100,US,M,United States of America,United States of America
1749,2023,Intermediate,FT,Data Analyst,95400,USD,95400,US,100,US,M,United States of America,United States of America
1750,2023,Intermediate,FT,Data Analyst,57800,USD,57800,US,100,US,M,United States of America,United States of America
1751,2023,Intermediate,FT,Data Scientist,110000,USD,110000,US,0,US,M,United States of America,United States of America
1752,2023,Intermediate,FT,Data Scientist,86000,USD,86000,US,0,US,M,United States of America,United States of America
1753,2023,Executive / Director,FT,Data Analyst,125000,USD,125000,US,0,US,M,United States of America,United States of America
1754,2023,Executive / Director,FT,Data Analyst,87500,USD,87500,US,0,US,M,United States of America,United States of America
1755,2023,Senior / Expert,FT,BI Engineer,185000,USD,185000,US,0,US,L,United States of America,United States of America
1756,2023,Senior / Expert,FT,BI Engineer,79600,USD,79600,US,0,US,L,United States of America,United States of America
1757,2023,Senior / Expert,FT,Machine Learning Engineer,275000,USD,275000,US,0,US,M,United States of America,United States of America
1758,2023,Senior / Expert,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M,United States of America,United States of America
1759,2023,Senior / Expert,FT,Data Engineer,133200,USD,133200,US,100,US,M,United States of America,United States of America
1760,2023,Senior / Expert,FT,Data Engineer,84000,USD,84000,US,100,US,M,United States of America,United States of America
1761,2023,Senior / Expert,FT,Data Analyst,171000,USD,171000,US,0,US,M,United States of America,United States of America
1762,2023,Senior / Expert,FT,Data Analyst,93000,USD,93000,US,0,US,M,United States of America,United States of America
1763,2023,Senior / Expert,FT,Analytics Engineer,216450,USD,216450,US,0,US,M,United States of America,United States of America
1764,2023,Senior / Expert,FT,Analytics Engineer,123750,USD,123750,US,0,US,M,United States of America,United States of America
1765,2023,Senior / Expert,FT,Research Scientist,212800,USD,212800,US,0,US,L,United States of America,United States of America
1766,2023,Senior / Expert,FT,Research Scientist,124100,USD,124100,US,0,US,L,United States of America,United States of America
1767,2023,Intermediate,FT,Data Scientist,205000,USD,205000,US,100,US,M,United States of America,United States of America
1768,2023,Intermediate,FT,Data Scientist,166000,USD,166000,US,100,US,M,United States of America,United States of America
1769,2023,Senior / Expert,FT,Data Scientist,231650,USD,231650,US,0,US,M,United States of America,United States of America
1770,2023,Senior / Expert,FT,Data Scientist,189100,USD,189100,US,0,US,M,United States of America,United States of America
1771,2023,Senior / Expert,FT,Data Engineer,266875,USD,266875,US,0,US,M,United States of America,United States of America
1772,2023,Senior / Expert,FT,Data Engineer,128250,USD,128250,US,0,US,M,United States of America,United States of America
1773,2023,Intermediate,FT,Data Engineer,158600,USD,158600,US,100,US,M,United States of America,United States of America
1774,2023,Intermediate,FT,Data Engineer,115300,USD,115300,US,100,US,M,United States of America,United States of America
1775,2023,Senior / Expert,FT,Data Engineer,225300,USD,225300,US,0,US,M,United States of America,United States of America
1776,2023,Senior / Expert,FT,Data Engineer,197400,USD,197400,US,0,US,M,United States of America,United States of America
1777,2023,Entry Level / Junior,FT,Data Analyst,109900,USD,109900,US,0,US,M,United States of America,United States of America
1778,2023,Entry Level / Junior,FT,Data Analyst,61200,USD,61200,US,0,US,M,United States of America,United States of America
1779,2023,Intermediate,FT,Data Analyst,166000,USD,166000,US,0,US,M,United States of America,United States of America
1780,2023,Intermediate,FT,Data Analyst,73100,USD,73100,US,0,US,M,United States of America,United States of America
1781,2023,Intermediate,FT,Data Scientist,138510,USD,138510,US,0,US,M,United States of America,United States of America
1782,2023,Intermediate,FT,Data Scientist,95490,USD,95490,US,0,US,M,United States of America,United States of America
1783,2023,Intermediate,FT,Data Analyst,150000,USD,150000,US,100,US,M,United States of America,United States of America
1784,2023,Intermediate,FT,Data Analyst,110000,USD,110000,US,100,US,M,United States of America,United States of America
1785,2023,Senior / Expert,FT,Data Scientist,232200,USD,232200,US,0,US,M,United States of America,United States of America
1786,2023,Senior / Expert,FT,Data Scientist,133300,USD,133300,US,0,US,M,United States of America,United States of America
1787,2023,Senior / Expert,FT,Analytics Engineer,178250,USD,178250,US,0,US,M,United States of America,United States of America
1788,2023,Senior / Expert,FT,Analytics Engineer,110500,USD,110500,US,0,US,M,United States of America,United States of America
1789,2023,Senior / Expert,FT,AI Engineer,190000,USD,190000,US,0,US,M,United States of America,United States of America
1790,2023,Senior / Expert,FT,AI Engineer,160000,USD,160000,US,0,US,M,United States of America,United States of America
1791,2023,Senior / Expert,FT,Applied Scientist,216000,USD,216000,US,100,US,M,United States of America,United States of America
1792,2023,Senior / Expert,FT,Applied Scientist,184000,USD,184000,US,100,US,M,United States of America,United States of America
1793,2023,Senior / Expert,FT,BI Engineer,185000,USD,185000,US,0,US,L,United States of America,United States of America
1794,2023,Senior / Expert,FT,BI Engineer,79600,USD,79600,US,0,US,L,United States of America,United States of America
1795,2023,Senior / Expert,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M,United States of America,United States of America
1796,2023,Senior / Expert,FT,Machine Learning Engineer,196000,USD,196000,US,0,US,M,United States of America,United States of America
1797,2023,Senior / Expert,FT,Data Engineer,184000,USD,184000,US,0,US,M,United States of America,United States of America
1798,2023,Senior / Expert,FT,Data Engineer,123000,USD,123000,US,0,US,M,United States of America,United States of America
1799,2023,Intermediate,FT,BI Engineer,165600,USD,165600,US,0,US,L,United States of America,United States of America
1800,2023,Intermediate,FT,BI Engineer,65800,USD,65800,US,0,US,L,United States of America,United States of America
1801,2023,Senior / Expert,FT,Data Engineer,186000,USD,186000,US,0,US,M,United States of America,United States of America
1802,2023,Senior / Expert,FT,Data Engineer,81800,USD,81800,US,0,US,M,United States of America,United States of America
1803,2023,Senior / Expert,FT,Data Analyst,135000,USD,135000,US,0,US,M,United States of America,United States of America
1804,2023,Senior / Expert,FT,Data Analyst,82500,USD,82500,US,0,US,M,United States of America,United States of America
1805,2023,Senior / Expert,FT,Data Engineer,247250,USD,247250,US,0,US,M,United States of America,United States of America
1806,2023,Senior / Expert,FT,Data Engineer,160000,USD,160000,US,0,US,M,United States of America,United States of America
1807,2023,Senior / Expert,FT,Machine Learning Scientist,169000,USD,169000,US,0,US,M,United States of America,United States of America
1808,2023,Senior / Expert,FT,Machine Learning Scientist,105500,USD,105500,US,0,US,M,United States of America,United States of America
1809,2023,Senior / Expert,FT,Data Scientist,195800,USD,195800,US,0,US,M,United States of America,United States of America
1810,2023,Senior / Expert,FT,Data Scientist,161900,USD,161900,US,0,US,M,United States of America,United States of America
1811,2023,Senior / Expert,FT,BI Engineer,108500,USD,108500,US,100,US,M,United States of America,United States of America
1812,2023,Senior / Expert,FT,BI Engineer,78800,USD,78800,US,100,US,M,United States of America,United States of America
1813,2023,Senior / Expert,FT,Research Scientist,225000,USD,225000,US,0,US,M,United States of America,United States of America
1814,2023,Senior / Expert,FT,Research Scientist,166000,USD,166000,US,0,US,M,United States of America,United States of America
1815,2023,Senior / Expert,FT,BI Developer,167500,USD,167500,US,0,US,M,United States of America,United States of America
1816,2023,Senior / Expert,FT,BI Developer,106500,USD,106500,US,0,US,M,United States of America,United States of America
1817,2023,Intermediate,FT,Data Analyst,110000,USD,110000,US,100,US,M,United States of America,United States of America
1818,2023,Intermediate,FT,Data Analyst,87500,USD,87500,US,100,US,M,United States of America,United States of America
1819,2023,Intermediate,FT,Data Scientist,60000,USD,60000,US,0,US,M,United States of America,United States of America
1820,2023,Intermediate,FT,Data Scientist,55000,USD,55000,US,0,US,M,United States of America,United States of America
1821,2023,Senior / Expert,FT,Data Engineer,145000,USD,145000,US,0,US,M,United States of America,United States of America
1822,2023,Senior / Expert,FT,Data Engineer,115000,USD,115000,US,0,US,M,United States of America,United States of America
1823,2023,Senior / Expert,FT,Research Scientist,225000,USD,225000,US,0,US,M,United States of America,United States of America
1824,2023,Senior / Expert,FT,Research Scientist,166000,USD,166000,US,0,US,M,United States of America,United States of America
1825,2023,Executive / Director,FT,Data Engineer,135000,USD,135000,US,0,US,M,United States of America,United States of America
1826,2023,Executive / Director,FT,Data Engineer,100000,USD,100000,US,0,US,M,United States of America,United States of America
1827,2023,Senior / Expert,FT,Analytics Engineer,289800,USD,289800,US,0,US,M,United States of America,United States of America
1828,2023,Senior / Expert,FT,Analytics Engineer,214200,USD,214200,US,0,US,M,United States of America,United States of America
1829,2023,Intermediate,FT,Data Engineer,167500,USD,167500,US,0,US,M,United States of America,United States of America
1830,2023,Intermediate,FT,Data Engineer,106500,USD,106500,US,0,US,M,United States of America,United States of America
1831,2023,Senior / Expert,FT,Data Scientist,220000,USD,220000,US,0,US,M,United States of America,United States of America
1832,2023,Senior / Expert,FT,Data Scientist,146000,USD,146000,US,0,US,M,United States of America,United States of America
1833,2023,Senior / Expert,FT,Data Engineer,128000,USD,128000,US,0,US,M,United States of America,United States of America
1834,2023,Senior / Expert,FT,Data Engineer,81500,USD,81500,US,0,US,M,United States of America,United States of America
1835,2023,Senior / Expert,FT,Data Architect,206000,USD,206000,US,0,US,M,United States of America,United States of America
1836,2023,Senior / Expert,FT,Data Architect,134000,USD,134000,US,0,US,M,United States of America,United States of America
1837,2023,Senior / Expert,FT,Research Scientist,370000,USD,370000,US,0,US,M,United States of America,United States of America
1838,2023,Senior / Expert,FT,Research Scientist,200000,USD,200000,US,0,US,M,United States of America,United States of America
1839,2023,Senior / Expert,FT,Analytics Engineer,175000,USD,175000,US,100,US,M,United States of America,United States of America
1840,2023,Senior / Expert,FT,Analytics Engineer,160000,USD,160000,US,100,US,M,United States of America,United States of America
1841,2023,Entry Level / Junior,FT,Data Integration Specialist,240000,USD,240000,US,100,US,M,United States of America,United States of America
1842,2023,Entry Level / Junior,FT,Data Integration Specialist,100000,USD,100000,US,100,US,M,United States of America,United States of America
1843,2023,Senior / Expert,FT,Data Scientist,180000,USD,180000,US,0,US,M,United States of America,United States of America
1844,2023,Senior / Expert,FT,Data Scientist,160000,USD,160000,US,0,US,M,United States of America,United States of America
1845,2023,Intermediate,FT,Applied Scientist,249300,USD,249300,US,0,US,L,United States of America,United States of America
1846,2023,Intermediate,FT,Applied Scientist,149300,USD,149300,US,0,US,L,United States of America,United States of America
1847,2023,Senior / Expert,FT,Applied Scientist,222200,USD,222200,US,0,US,L,United States of America,United States of America
1848,2023,Senior / Expert,FT,Applied Scientist,136000,USD,136000,US,0,US,L,United States of America,United States of America
1849,2023,Senior / Expert,FT,Data Engineer,190000,USD,190000,US,100,US,M,United States of America,United States of America
1850,2023,Senior / Expert,FT,Data Engineer,160000,USD,160000,US,100,US,M,United States of America,United States of America
1851,2023,Senior / Expert,FT,Research Scientist,248100,USD,248100,US,0,US,M,United States of America,United States of America
1852,2023,Senior / Expert,FT,Research Scientist,145900,USD,145900,US,0,US,M,United States of America,United States of America
1853,2023,Senior / Expert,FT,Data Scientist,170200,USD,170200,US,0,US,M,United States of America,United States of America
1854,2023,Senior / Expert,FT,Data Scientist,83900,USD,83900,US,0,US,M,United States of America,United States of America
1855,2023,Intermediate,FT,Analytics Engineer,100000,USD,100000,US,0,US,M,United States of America,United States of America
1856,2023,Intermediate,FT,Analytics Engineer,75000,USD,75000,US,0,US,M,United States of America,United States of America
1857,2023,Senior / Expert,FT,Data Scientist,160000,USD,160000,US,0,US,M,United States of America,United States of America
1858,2023,Senior / Expert,FT,Data Scientist,94100,USD,94100,US,0,US,M,United States of America,United States of America
1859,2023,Senior / Expert,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M,United States of America,United States of America
1860,2023,Senior / Expert,FT,Machine Learning Engineer,140100,USD,140100,US,0,US,M,United States of America,United States of America
1861,2023,Senior / Expert,FT,Data Scientist,247600,USD,247600,US,0,US,L,United States of America,United States of America
1862,2023,Senior / Expert,FT,Data Scientist,127300,USD,127300,US,0,US,L,United States of America,United States of America
1863,2023,Senior / Expert,FT,Applied Scientist,222200,USD,222200,US,0,US,L,United States of America,United States of America
1864,2023,Senior / Expert,FT,Applied Scientist,136000,USD,136000,US,0,US,L,United States of America,United States of America
1865,2023,Senior / Expert,FT,Applied Scientist,260000,USD,260000,US,0,US,L,United States of America,United States of America
1866,2023,Senior / Expert,FT,Applied Scientist,136000,USD,136000,US,0,US,L,United States of America,United States of America
1867,2023,Senior / Expert,FT,Applied Scientist,222200,USD,222200,US,0,US,L,United States of America,United States of America
1868,2023,Senior / Expert,FT,Applied Scientist,136000,USD,136000,US,0,US,L,United States of America,United States of America
1869,2023,Senior / Expert,FT,Data Analyst,156000,USD,156000,US,0,US,M,United States of America,United States of America
1870,2023,Senior / Expert,FT,Data Analyst,124000,USD,124000,US,0,US,M,United States of America,United States of America
1871,2023,Senior / Expert,FT,Data Engineer,200000,USD,200000,US,0,US,M,United States of America,United States of America
1872,2023,Senior / Expert,FT,Data Engineer,132600,USD,132600,US,0,US,M,United States of America,United States of America
1873,2023,Senior / Expert,FT,Research Engineer,308000,USD,308000,US,0,US,M,United States of America,United States of America
1874,2023,Senior / Expert,FT,Research Engineer,190400,USD,190400,US,0,US,M,United States of America,United States of America
1875,2023,Senior / Expert,FT,Data Architect,155000,USD,155000,US,0,US,M,United States of America,United States of America
1876,2023,Senior / Expert,FT,Data Architect,136000,USD,136000,US,0,US,M,United States of America,United States of America
1877,2023,Senior / Expert,FT,Data Engineer,160000,USD,160000,US,100,US,M,United States of America,United States of America
1878,2023,Senior / Expert,FT,Data Engineer,75000,USD,75000,US,100,US,M,United States of America,United States of America
1879,2023,Senior / Expert,FT,Machine Learning Engineer,214500,USD,214500,US,0,US,M,United States of America,United States of America
1880,2023,Senior / Expert,FT,Machine Learning Engineer,132600,USD,132600,US,0,US,M,United States of America,United States of America
1881,2023,Intermediate,FT,Data Analyst,111000,USD,111000,US,0,US,M,United States of America,United States of America
1882,2023,Intermediate,FT,Data Analyst,104000,USD,104000,US,0,US,M,United States of America,United States of America
1883,2023,Senior / Expert,FT,Applied Scientist,260000,USD,260000,US,0,US,L,United States of America,United States of America
1884,2023,Senior / Expert,FT,Applied Scientist,136000,USD,136000,US,0,US,L,United States of America,United States of America
1885,2023,Intermediate,FT,Data Engineer,85000,USD,85000,US,0,US,M,United States of America,United States of America
1886,2023,Intermediate,FT,Data Engineer,75000,USD,75000,US,0,US,M,United States of America,United States of America
1887,2023,Senior / Expert,FT,Data Scientist,180250,USD,180250,US,100,US,M,United States of America,United States of America
1888,2023,Senior / Expert,FT,Data Scientist,118000,USD,118000,US,100,US,M,United States of America,United States of America
1889,2023,Senior / Expert,FT,Data Scientist,212800,USD,212800,US,0,US,L,United States of America,United States of America
1890,2023,Senior / Expert,FT,Data Scientist,111600,USD,111600,US,0,US,L,United States of America,United States of America
1891,2023,Senior / Expert,FT,Data Analyst,157500,USD,157500,US,100,US,M,United States of America,United States of America
1892,2023,Senior / Expert,FT,Data Analyst,132500,USD,132500,US,100,US,M,United States of America,United States of America
1893,2023,Intermediate,FT,Data Analyst,85000,USD,85000,US,0,US,M,United States of America,United States of America
1894,2023,Intermediate,FT,Data Analyst,75000,USD,75000,US,0,US,M,United States of America,United States of America
1895,2023,Senior / Expert,FT,Data Analyst,93918,USD,93918,US,0,US,M,United States of America,United States of America
1896,2023,Senior / Expert,FT,Data Analyst,51962,USD,51962,US,0,US,M,United States of America,United States of America
1897,2023,Senior / Expert,FT,BI Analyst,171000,USD,171000,US,100,US,M,United States of America,United States of America
1898,2023,Senior / Expert,FT,BI Analyst,152000,USD,152000,US,100,US,M,United States of America,United States of America
1899,2023,Senior / Expert,FT,Machine Learning Engineer,223600,USD,223600,US,0,US,L,United States of America,United States of America
1900,2023,Senior / Expert,FT,Machine Learning Engineer,115000,USD,115000,US,0,US,L,United States of America,United States of America
1901,2023,Senior / Expert,FT,Data Engineer,166000,USD,166000,US,0,US,M,United States of America,United States of America
1902,2023,Senior / Expert,FT,Data Engineer,73100,USD,73100,US,0,US,M,United States of America,United States of America
1903,2023,Intermediate,FT,BI Developer,140000,USD,140000,US,100,US,M,United States of America,United States of America
1904,2023,Intermediate,FT,BI Developer,110000,USD,110000,US,100,US,M,United States of America,United States of America
1905,2023,Intermediate,FT,Data Scientist,130900,USD,130900,US,0,US,M,United States of America,United States of America
1906,2023,Intermediate,FT,Data Scientist,72700,USD,72700,US,0,US,M,United States of America,United States of America
1907,2023,Senior / Expert,FT,Machine Learning Engineer,333500,USD,333500,US,0,US,M,United States of America,United States of America
1908,2023,Senior / Expert,FT,Machine Learning Engineer,144000,USD,144000,US,0,US,M,United States of America,United States of America
1909,2023,Senior / Expert,FT,BI Engineer,180000,USD,180000,US,100,US,M,United States of America,United States of America
1910,2023,Senior / Expert,FT,BI Engineer,118200,USD,118200,US,100,US,M,United States of America,United States of America
1911,2023,Senior / Expert,FT,Data Architect,354200,USD,354200,US,100,US,M,United States of America,United States of America
1912,2023,Senior / Expert,FT,Data Architect,221800,USD,221800,US,100,US,M,United States of America,United States of America
1913,2023,Senior / Expert,FT,Data Analyst,166000,USD,166000,US,0,US,M,United States of America,United States of America
1914,2023,Senior / Expert,FT,Data Analyst,73000,USD,73000,US,0,US,M,United States of America,United States of America
1915,2023,Senior / Expert,FT,Data Engineer,156600,USD,156600,US,100,US,M,United States of America,United States of America
1916,2023,Senior / Expert,FT,Data Engineer,137200,USD,137200,US,100,US,M,United States of America,United States of America
1917,2023,Intermediate,FT,Data Analyst,149000,USD,149000,US,0,US,M,United States of America,United States of America
1918,2023,Intermediate,FT,Data Analyst,65300,USD,65300,US,0,US,M,United States of America,United States of America
1919,2023,Intermediate,FT,Data Engineer,187000,USD,187000,US,100,US,M,United States of America,United States of America
1920,2023,Intermediate,FT,Data Engineer,180000,USD,180000,US,100,US,M,United States of America,United States of America
1921,2023,Senior / Expert,FT,Data Analyst,119636,USD,119636,US,0,US,M,United States of America,United States of America
1922,2023,Senior / Expert,FT,Data Analyst,70374,USD,70374,US,0,US,M,United States of America,United States of America
1923,2023,Senior / Expert,FT,Data Analyst,105000,USD,105000,US,100,US,M,United States of America,United States of America
1924,2023,Senior / Expert,FT,Data Analyst,67000,USD,67000,US,100,US,M,United States of America,United States of America
1925,2023,Senior / Expert,FT,Data Analyst,102000,USD,102000,US,100,US,M,United States of America,United States of America
1926,2023,Senior / Expert,FT,Data Analyst,94770,USD,94770,US,100,US,M,United States of America,United States of America
1927,2023,Senior / Expert,FT,Data Architect,186000,USD,186000,US,0,US,M,United States of America,United States of America
1928,2023,Senior / Expert,FT,Data Architect,81800,USD,81800,US,0,US,M,United States of America,United States of America
1929,2023,Entry Level / Junior,FT,Data Scientist,133000,USD,133000,US,0,US,M,United States of America,United States of America
1930,2023,Entry Level / Junior,FT,Data Scientist,58400,USD,58400,US,0,US,M,United States of America,United States of America
1931,2023,Senior / Expert,FT,Analytics Engineer,169900,USD,169900,US,100,US,M,United States of America,United States of America
1932,2023,Senior / Expert,FT,Analytics Engineer,164100,USD,164100,US,100,US,M,United States of America,United States of America
1933,2023,Senior / Expert,FT,Data Scientist,305600,USD,305600,US,0,US,M,United States of America,United States of America
1934,2023,Senior / Expert,FT,Data Scientist,172500,USD,172500,US,0,US,M,United States of America,United States of America
1935,2023,Senior / Expert,FT,Data Analyst,105000,USD,105000,US,100,US,M,United States of America,United States of America
1936,2023,Senior / Expert,FT,Data Analyst,75000,USD,75000,US,100,US,M,United States of America,United States of America
1937,2023,Senior / Expert,FT,Machine Learning Engineer,180240,USD,180240,US,0,US,M,United States of America,United States of America
1938,2023,Senior / Expert,FT,Machine Learning Engineer,120160,USD,120160,US,0,US,M,United States of America,United States of America
1939,2023,Intermediate,FT,Data Scientist,212000,USD,212000,US,0,US,M,United States of America,United States of America
1940,2023,Intermediate,FT,Data Scientist,93400,USD,93400,US,0,US,M,United States of America,United States of America
1941,2023,Senior / Expert,FT,Machine Learning Engineer,275000,USD,275000,US,0,US,M,United States of America,United States of America
1942,2023,Senior / Expert,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M,United States of America,United States of America
1943,2023,Senior / Expert,FT,Data Scientist,119000,USD,119000,US,0,US,M,United States of America,United States of America
1944,2023,Senior / Expert,FT,Data Scientist,71400,USD,71400,US,0,US,M,United States of America,United States of America
1945,2023,Intermediate,FT,Data Analyst,115950,USD,115950,US,0,US,M,United States of America,United States of America
1946,2023,Intermediate,FT,Data Analyst,69570,USD,69570,US,0,US,M,United States of America,United States of America
1947,2023,Senior / Expert,FT,Data Scientist,225100,USD,225100,US,100,US,M,United States of America,United States of America
1948,2023,Senior / Expert,FT,Data Scientist,140900,USD,140900,US,100,US,M,United States of America,United States of America
1949,2023,Senior / Expert,FT,Data Science Consultant,116000,USD,116000,US,0,US,M,United States of America,United States of America
1950,2023,Senior / Expert,FT,Data Science Consultant,90000,USD,90000,US,0,US,M,United States of America,United States of America
1951,2023,Senior / Expert,FT,Data Scientist,212000,USD,212000,US,0,US,M,United States of America,United States of America
1952,2023,Senior / Expert,FT,Data Scientist,93300,USD,93300,US,0,US,M,United States of America,United States of America
1953,2023,Intermediate,FT,Machine Learning Engineer,179000,USD,179000,US,0,US,M,United States of America,United States of America
1954,2023,Intermediate,FT,Machine Learning Engineer,144000,USD,144000,US,0,US,M,United States of America,United States of America
1955,2023,Entry Level / Junior,FT,Research Scientist,250800,USD,250800,US,0,US,M,United States of America,United States of America
1956,2023,Entry Level / Junior,FT,Research Scientist,167200,USD,167200,US,0,US,M,United States of America,United States of America
1957,2023,Intermediate,FT,Research Scientist,144000,USD,144000,US,0,US,M,United States of America,United States of America
1958,2023,Intermediate,FT,Research Scientist,76000,USD,76000,US,0,US,M,United States of America,United States of America
1959,2023,Executive / Director,FT,Data Lead,230000,USD,230000,US,0,US,M,United States of America,United States of America
1960,2023,Executive / Director,FT,Data Lead,180000,USD,180000,US,0,US,M,United States of America,United States of America
1961,2023,Entry Level / Junior,FT,Data Scientist,156450,USD,156450,US,100,US,M,United States of America,United States of America
1962,2023,Entry Level / Junior,FT,Data Scientist,119200,USD,119200,US,100,US,M,United States of America,United States of America
1963,2023,Senior / Expert,FT,Research Scientist,150000,USD,150000,US,100,US,M,United States of America,United States of America
1964,2023,Senior / Expert,FT,Research Scientist,130000,USD,130000,US,100,US,M,United States of America,United States of America
1965,2023,Executive / Director,FT,Head of Data,247500,USD,247500,US,0,US,M,United States of America,United States of America
1966,2023,Executive / Director,FT,Head of Data,172200,USD,172200,US,0,US,M,United States of America,United States of America
1967,2023,Intermediate,FT,Machine Learning Engineer,155000,USD,155000,US,0,US,M,United States of America,United States of America
1968,2023,Intermediate,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M,United States of America,United States of America
1969,2023,Senior / Expert,FT,Data Engineer,175000,USD,175000,US,100,US,M,United States of America,United States of America
1970,2023,Senior / Expert,FT,Data Engineer,97500,USD,97500,US,100,US,M,United States of America,United States of America
1971,2023,Executive / Director,FT,Research Scientist,220000,USD,220000,US,0,US,M,United States of America,United States of America
1972,2023,Executive / Director,FT,Research Scientist,185000,USD,185000,US,0,US,M,United States of America,United States of America
1973,2023,Senior / Expert,FT,Data Analyst,100000,USD,100000,US,0,US,M,United States of America,United States of America
1974,2023,Senior / Expert,FT,Data Analyst,75000,USD,75000,US,0,US,M,United States of America,United States of America
1975,2023,Senior / Expert,FT,Research Scientist,303050,USD,303050,US,0,US,M,United States of America,United States of America
1976,2023,Senior / Expert,FT,Research Scientist,202350,USD,202350,US,0,US,M,United States of America,United States of America
1977,2023,Senior / Expert,FT,Data Scientist,201650,USD,201650,US,0,US,M,United States of America,United States of America
1978,2023,Senior / Expert,FT,Data Scientist,124600,USD,124600,US,0,US,M,United States of America,United States of America
1979,2023,Senior / Expert,FT,BI Analyst,198200,USD,198200,US,0,US,M,United States of America,United States of America
1980,2023,Senior / Expert,FT,BI Analyst,110200,USD,110200,US,0,US,M,United States of America,United States of America
1981,2023,Senior / Expert,FT,Data Scientist,212000,USD,212000,US,0,US,M,United States of America,United States of America
1982,2023,Senior / Expert,FT,Data Scientist,93400,USD,93400,US,0,US,M,United States of America,United States of America
1983,2023,Senior / Expert,FT,Data Analyst,145000,USD,145000,US,0,US,M,United States of America,United States of America
1984,2023,Senior / Expert,FT,Data Analyst,110000,USD,110000,US,0,US,M,United States of America,United States of America
1985,2023,Intermediate,FT,BI Engineer,89500,USD,89500,US,100,US,M,United States of America,United States of America
1986,2023,Intermediate,FT,BI Engineer,65000,USD,65000,US,100,US,M,United States of America,United States of America
1987,2023,Senior / Expert,FT,Machine Learning Engineer,328400,USD,328400,US,100,US,M,United States of America,United States of America
1988,2023,Senior / Expert,FT,Machine Learning Engineer,205600,USD,205600,US,100,US,M,United States of America,United States of America
1989,2023,Senior / Expert,FT,Data Scientist,184800,USD,184800,US,0,US,M,United States of America,United States of America
1990,2023,Senior / Expert,FT,Data Scientist,161900,USD,161900,US,0,US,M,United States of America,United States of America
1991,2023,Entry Level / Junior,FT,Data Engineer,85000,USD,85000,US,100,US,M,United States of America,United States of America
1992,2023,Entry Level / Junior,FT,Data Engineer,61800,USD,61800,US,100,US,M,United States of America,United States of America
1993,2023,Entry Level / Junior,FT,Data Analyst,116000,USD,116000,US,0,US,M,United States of America,United States of America
1994,2023,Entry Level / Junior,FT,Data Analyst,72500,USD,72500,US,0,US,M,United States of America,United States of America
1995,2023,Senior / Expert,FT,Machine Learning Engineer,215000,USD,215000,US,100,US,M,United States of America,United States of America
1996,2023,Senior / Expert,FT,Machine Learning Engineer,169850,USD,169850,US,100,US,M,United States of America,United States of America
1997,2023,Senior / Expert,FT,BI Engineer,225000,USD,225000,US,0,US,M,United States of America,United States of America
1998,2023,Senior / Expert,FT,BI Engineer,180000,USD,180000,US,0,US,M,United States of America,United States of America
1999,2023,Senior / Expert,FT,Data Scientist,147400,USD,147400,US,0,US,M,United States of America,United States of America
2000,2023,Senior / Expert,FT,Data Scientist,107682,USD,107682,US,0,US,M,United States of America,United States of America
2001,2023,Intermediate,FT,Data Scientist,225300,USD,225300,US,0,US,M,United States of America,United States of America
2002,2023,Intermediate,FT,Data Scientist,197400,USD,197400,US,0,US,M,United States of America,United States of America
2003,2023,Senior / Expert,FT,Analytics Engineer,160000,USD,160000,US,0,US,M,United States of America,United States of America
2004,2023,Senior / Expert,FT,Analytics Engineer,136000,USD,136000,US,0,US,M,United States of America,United States of America
2005,2023,Senior / Expert,FT,Machine Learning Engineer,204600,USD,204600,US,0,US,M,United States of America,United States of America
2006,2023,Senior / Expert,FT,Machine Learning Engineer,126500,USD,126500,US,0,US,M,United States of America,United States of America
2007,2023,Senior / Expert,FT,Data Architect,210000,USD,210000,US,100,US,M,United States of America,United States of America
2008,2023,Senior / Expert,FT,Data Architect,115000,USD,115000,US,100,US,M,United States of America,United States of America
2009,2023,Entry Level / Junior,FT,Data Analyst,86500,USD,86500,US,0,US,L,United States of America,United States of America
2010,2023,Entry Level / Junior,FT,Data Analyst,40400,USD,40400,US,0,US,L,United States of America,United States of America
2011,2023,Senior / Expert,FT,Applied Scientist,260000,USD,260000,US,0,US,L,United States of America,United States of America
2012,2023,Senior / Expert,FT,Applied Scientist,136000,USD,136000,US,0,US,L,United States of America,United States of America
2013,2023,Senior / Expert,FT,Data Scientist,329700,USD,329700,US,0,US,M,United States of America,United States of America
2014,2023,Senior / Expert,FT,Data Scientist,192351,USD,192351,US,0,US,M,United States of America,United States of America
2015,2023,Senior / Expert,FT,Data Engineer,280000,USD,280000,US,0,US,M,United States of America,United States of America
2016,2023,Senior / Expert,FT,Data Engineer,160000,USD,160000,US,0,US,M,United States of America,United States of America
2017,2023,Intermediate,FT,BI Analyst,106700,USD,106700,US,0,US,M,United States of America,United States of America
2018,2023,Intermediate,FT,BI Analyst,97000,USD,97000,US,0,US,M,United States of America,United States of America
2019,2023,Senior / Expert,FT,Data Analyst,175000,USD,175000,US,100,US,M,United States of America,United States of America
